City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,gummi,12.1436,5.1081,37.05,9,56,3.9,NG,1738595111
365,djambala,-2.5447,14.7533,28.63,54,97,2.63,CG,1738594932
366,lihue,21.9789,-159.3672,17.77,88,0,3.6,US,1738595113
367,taulaga,-11.0553,-171.0883,27.97,72,23,3.57,AS,1738595114
368,yuanping,38.7153,112.7575,-6.84,35,0,3.29,CN,1738595117
369,nanyang,32.9947,112.5328,4.34,46,0,1.71,CN,1738595118
370,ar ruways,24.1103,52.7306,16.89,59,0,3.33,AE,1738595119
371,san juan de miraflores,-12.1629,-76.9635,24.29,79,59,3.01,PE,1738595120
372,queanbeyan,-35.35,149.2333,19.69,89,0,2.06,AU,1738595121
373,abra pampa,-22.7205,-65.697,17.06,25,0,1.11,AR,1738595122
374,condoto,5.0935,-76.6497,27.54,82,100,0.61,CO,1738595123
375,ngama,11.7833,17.1667,36.36,8,14,4.51,TD,1738595124
376,aasiaat,68.7098,-52.8699,-16.56,92,100,3.29,GL,1738595125
377,santiago,-33.4569,-70.6483,25.59,35,0,1.54,CL,1738594405
378,tannum sands,-23.9504,151.3693,26.94,78,75,5.66,AU,1738595128
379,otok,45.1467,18.8839,4.24,64,99,1.53,HR,1738595129
380,bardai,11.65,7.2333,33.31,8,42,5.01,NG,1738595130
381,cruzeiro do sul,-29.5128,-51.9853,35.29,48,0,0.64,BR,1738595021
382,ola,59.5833,151.2833,-28.09,86,12,3.09,RU,1738595132
383,talavera de la reina,39.9635,-4.8308,12.66,46,1,5.1,ES,1738595133
384,les anglais,18.3054,-74.2197,26.71,65,17,1.14,HT,1738595134
385,alofi,-19.0595,-169.9187,23.94,94,20,1.54,NU,1738595135
386,midvagur,62.0511,-7.1939,9.46,76,75,12.35,FO,1738595136
387,beledweyne,4.7358,45.2036,31.92,14,27,6.96,SO,1738595137
388,bayanhongor,46.7167,100.1167,-27.8,85,97,1.32,MN,1738595138
389,nova sintra,14.8667,-24.7167,23.04,60,3,7.29,CV,1738594638
390,santa cruz,-17.8,-63.1667,30.03,70,20,7.2,BO,1738594919
391,gaspe,48.8334,-64.4819,-13.88,78,100,0.0,CA,1738594917
392,kerikeri,-35.2268,173.9474,14.97,95,43,1.2,NZ,1738595143
393,ramadi,33.4226,43.3058,15.56,31,100,0.54,IQ,1738595144
394,port augusta,-32.5,137.7667,29.65,48,97,2.81,AU,1738595145
395,sona,45.4388,10.8255,12.7,64,0,1.54,IT,1738595146
396,callao,-12.0667,-77.15,25.16,69,0,2.57,PE,1738595147
397,tubarjal,30.4999,38.216,17.85,17,100,2.17,SA,1738595148
398,uruguaiana,-29.7547,-57.0883,33.96,49,0,2.57,BR,1738595149
399,port blair,11.6667,92.75,25.02,83,40,1.03,IN,1738595150
400,la'ie,21.6477,-157.9253,18.36,75,5,4.0,US,1738595151
401,ugoofaaru,5.6667,73.0,27.94,71,23,4.35,MV,1738595152
402,mugia,43.1041,-9.2179,13.28,69,1,2.36,ES,1738595153
403,roma,43.2128,-75.4557,2.05,92,100,2.24,US,1738595154
404,piton saint-leu,-21.2196,55.3151,28.06,79,75,7.72,RE,1738595155
405,huaiyuan chengguanzhen,32.9589,117.1657,3.74,53,4,0.81,CN,1738595156
406,colonia,50.9333,6.95,7.13,74,0,2.06,DE,1738594609
407,viedma,-40.8135,-62.9967,22.64,23,0,6.51,AR,1738594895
408,bardstown,37.8092,-85.4669,15.52,61,0,5.14,US,1738595161
409,maslyanino,54.3436,84.2111,-10.34,97,100,1.95,RU,1738595162
410,lahad datu,5.0268,118.327,23.99,94,53,2.24,MY,1738595163
411,acapulco de juarez,16.8634,-99.8901,25.9,89,0,1.03,MX,1738595064
412,nguigmi,14.2495,13.1092,31.64,10,5,4.05,NE,1738595165
413,ilulissat,69.2167,-51.1,-26.95,99,100,3.33,GL,1738594611
414,island harbour,50.724,-1.2758,11.13,86,93,1.79,GB,1738595167
415,kegen,43.0197,79.2203,-17.15,79,3,2.91,KZ,1738595168
416,vredendal,-31.6683,18.5012,31.15,28,0,10.47,ZA,1738594932
417,anton lizardo,19.05,-95.9833,22.12,84,18,2.42,MX,1738595172
418,alaghsas,17.0187,8.0168,30.94,8,76,6.69,NE,1738595173
419,calipatria,33.1256,-115.5142,15.29,40,99,0.44,US,1738595174
420,waingapu,-9.6567,120.2641,26.49,88,100,3.34,ID,1738595175
421,n'zeto,-7.2312,12.8666,28.4,70,94,2.77,AO,1738595176
422,buala,-8.145,159.5921,27.27,78,100,2.12,SB,1738595177
423,fortaleza,-3.7227,-38.5247,32.07,51,20,8.23,BR,1738595003
424,filingue,14.3521,3.3168,34.05,9,56,4.05,NE,1738595179
425,nosy varika,-20.5833,48.5333,26.56,79,100,7.12,MG,1738595180
426,geraldton,-28.7667,114.6,23.23,83,20,8.23,AU,1738594955
427,ladario,-19.0047,-57.6017,33.16,52,75,2.57,BR,1738595132
428,holmsund,63.706,20.3641,-11.03,78,75,4.63,SE,1738595184
429,pasni,25.2631,63.471,20.3,50,0,7.04,PK,1738595185
430,dalandzadgad,43.5708,104.425,-14.1,70,100,4.52,MN,1738595186
431,boise,43.6135,-116.2035,1.47,97,100,3.09,US,1738595014
432,cabugao,17.7931,120.4578,24.13,82,17,7.18,PH,1738595188
433,puerto baquerizo moreno,-0.9,-89.6,27.55,69,75,4.63,EC,1738595189
434,oppdal,62.5943,9.6912,-3.0,84,100,5.71,NO,1738595191
435,obo,5.3998,26.4869,36.78,14,53,3.1,CF,1738595192
436,lisakovsk,52.5369,62.4936,-6.87,95,100,3.78,KZ,1738595193
437,ad darb,17.7229,42.2526,26.4,71,28,3.55,SA,1738595195
438,fuyu,45.1833,124.8167,-24.91,100,21,1.83,CN,1738595196
439,pandan,14.0453,124.1694,24.1,85,89,2.74,PH,1738595197
440,durres,41.3231,19.4414,17.1,68,100,4.13,AL,1738595198
441,aktobe,50.2797,57.2072,-3.95,80,100,4.0,KZ,1738595199
442,nar'yan-mar,67.6713,53.087,-26.31,90,5,4.43,RU,1738594604
443,hami,42.8,93.45,-4.34,56,0,3.13,CN,1738595201
444,dumas,35.8656,-101.9732,14.08,28,0,6.69,US,1738595202
445,mpanda,-6.3655,31.0409,23.64,86,100,0.63,TZ,1738595203
446,kirakira,-10.4544,161.9205,27.73,80,100,4.62,SB,1738595204
447,esmoriz,40.9577,-8.6275,15.5,53,0,1.89,PT,1738595205
448,jamaame,0.0697,42.745,26.16,66,14,7.97,SO,1738595206
449,vicksburg,32.3526,-90.8779,15.85,88,100,4.12,US,1738595208
450,strathmore,51.0501,-113.3852,-27.39,96,100,1.69,CA,1738595210
451,el alto,-4.2714,-81.2147,24.51,63,64,2.29,PE,1738595211
452,sheridan,44.8333,-106.9173,-17.21,84,100,3.09,US,1738595212
453,tindouf,27.6711,-8.1474,21.39,20,0,3.71,DZ,1738595213
454,itoman,26.1247,127.6694,14.01,67,75,12.86,JP,1738594641
455,conduaga,8.862,117.4893,25.62,89,21,3.6,PH,1738595215
456,parnu,58.3859,24.4971,-1.95,80,100,2.57,EE,1738595216
457,aqadyr,48.2553,72.8483,-11.88,91,21,4.16,KZ,1738595217
458,sanya,18.2431,109.505,19.17,88,100,4.02,CN,1738595218
459,tocopilla,-22.092,-70.1979,23.31,76,3,2.12,CL,1738595219
460,katsuren-haebaru,26.3369,127.8719,14.01,78,100,5.14,JP,1738595220
461,bamboo flat,11.7,92.7167,25.05,83,40,1.03,IN,1738595221
462,sisimiut,66.9395,-53.6735,-16.49,95,100,2.06,GL,1738595222
463,hasaki,35.7333,140.8333,9.68,70,100,7.15,JP,1738595223
464,al artawiyah,26.5053,45.3444,15.29,23,0,1.74,SA,1738595225
465,labytnangi,66.6572,66.4183,-25.14,96,93,4.74,RU,1738594991
466,chernyshevskiy,63.0128,112.4714,-23.65,88,100,6.61,RU,1738595227
467,brookings,44.3114,-96.7984,-7.12,84,100,4.63,US,1738595175
468,washington,47.5001,-120.5015,-5.84,75,16,1.62,US,1738594761
469,alstonville,-28.8333,153.4333,20.08,97,99,0.96,AU,1738595231
470,banjar,-8.19,114.9675,26.36,90,99,1.59,ID,1738595232
471,prado,-17.3411,-39.2208,29.34,62,0,5.58,BR,1738595233
472,kuusamo,65.9667,29.1833,-16.98,85,0,1.54,FI,1738595234
473,arar,30.9753,41.0381,17.01,17,0,0.0,SA,1738595235
474,novodvinsk,64.4165,40.8122,-20.14,91,27,3.42,RU,1738595236
475,nago,26.5881,127.9761,12.64,70,100,8.66,JP,1738595237
476,hadibu,12.65,54.0333,22.41,59,68,7.08,YE,1738595238
477,palu,-0.8917,119.8707,24.63,97,100,0.5,ID,1738595240
478,nobres,-14.7203,-56.3275,27.62,75,93,4.46,BR,1738595241
479,okahandja,-21.9833,16.9167,21.19,68,99,2.26,NA,1738595242
480,port lincoln,-34.7333,135.8667,21.06,83,32,6.55,AU,1738595243
481,sakakah,29.9697,40.2064,19.76,16,100,1.92,SA,1738595244
482,dhidhdhoo,6.8833,73.1,27.97,72,100,3.84,MV,1738595245
483,nyagan,62.1406,65.3936,-21.47,100,95,1.53,RU,1738595246
484,broome,42.2506,-75.833,1.93,87,100,1.54,US,1738595248
485,afaahiti,-17.75,-149.2833,25.72,77,42,4.06,PF,1738595249
486,es castell,39.8795,4.2854,14.38,72,40,6.17,ES,1738595250
487,rock springs,41.5875,-109.2029,7.69,39,0,10.29,US,1738595251
488,bosaso,11.2842,49.1816,23.24,57,96,7.0,SO,1738595252
489,gebeit,21.0667,36.3167,23.71,32,57,6.53,SD,1738595253
490,challapalle,16.1167,80.9333,23.3,76,3,2.95,IN,1738595254
491,kiama,-34.6833,150.8667,23.1,82,13,3.13,AU,1738595255
492,benghazi,32.1167,20.0667,18.56,65,0,4.82,LY,1738595256
493,okhotsk,59.3833,143.3,-27.17,83,1,6.4,RU,1738595257
494,souppes-sur-loing,48.183,2.7352,7.83,63,0,0.86,FR,1738595258
495,whakatane,-37.9585,176.9854,19.73,91,98,0.76,NZ,1738595259
496,sungai penuh,-2.0833,101.3833,19.03,96,100,1.7,ID,1738595260
497,camiri,-20.05,-63.5167,36.02,23,0,2.6,BO,1738595261
498,praia da vitoria,38.7333,-27.0667,18.14,88,40,6.57,PT,1738595262
499,port-gentil,-0.7193,8.7815,27.51,73,81,3.56,GA,1738595264
500,baykal'sk,51.5058,104.1469,-14.12,94,100,2.11,RU,1738595265
501,malchin,53.7333,12.7833,2.82,73,79,2.3,DE,1738595267
502,tidjikja,18.5564,-11.4271,24.87,8,0,6.18,MR,1738595269
503,manggar,-2.8833,108.2667,26.54,80,100,4.74,ID,1738595270
504,mahina,-17.5065,-149.489,24.87,78,42,1.54,PF,1738595271
505,cape coast,5.1053,-1.2466,28.84,69,72,4.87,GH,1738595272
506,fisterra,42.9049,-9.2629,11.71,68,0,1.87,ES,1738595273
507,qarazhal,48.0078,70.7903,-10.77,87,9,4.17,KZ,1738595274
508,mundri,-6.9558,111.71,24.84,90,100,2.66,ID,1738595275
509,nzerekore,7.7562,-8.8179,34.5,12,89,1.94,GN,1738595277
510,sevsk,52.1491,34.4926,-0.81,76,100,2.29,RU,1738595278
511,shaowu,27.3409,117.4831,5.31,94,50,1.37,CN,1738595281
512,khovd,48.0056,91.6419,-19.75,78,87,2.57,MN,1738595282
513,axim,4.8699,-2.2405,29.09,68,42,4.19,GH,1738595283
514,shimabara,32.7833,130.3667,1.33,86,81,6.29,JP,1738595284
515,burang,30.25,81.1667,-13.46,35,0,1.85,CN,1738595202
516,plastun,44.7561,136.2939,-9.38,75,100,4.54,RU,1738595286
517,tirumullaivasal,11.2333,79.8333,23.32,77,100,3.73,IN,1738595287
518,les cayes,18.2,-73.75,28.68,61,0,2.69,HT,1738595291
519,raja,8.4596,25.678,35.3,12,21,3.28,SS,1738595292
520,loango,-4.6719,11.8312,27.99,75,96,3.79,CG,1738595294
521,morris,40.8334,-74.5329,1.48,84,75,2.57,US,1738595295
522,pecica,46.1667,21.0667,5.62,79,0,6.17,RO,1738595296
523,choyr,46.3611,108.3611,-22.83,91,16,2.86,MN,1738595297
524,trapani,37.8333,12.6667,14.6,71,32,2.88,IT,1738595298
525,urzhar,47.093,81.6294,-11.21,76,0,3.77,KZ,1738595299
526,extrema,-22.8547,-46.3183,22.22,84,100,3.53,BR,1738595300
527,baryshevo,54.9564,83.1822,-8.2,96,100,3.42,RU,1738595301
528,upington,-28.4478,21.2561,39.39,8,0,5.91,ZA,1738595302
529,belyy yar,53.6039,91.3903,-17.06,100,100,0.0,RU,1738595303
530,chippewa falls,44.9369,-91.3929,-1.99,94,100,4.12,US,1738595095
531,nieuw amsterdam,5.8833,-55.0833,26.85,79,36,4.97,SR,1738595305
532,yeppoon,-23.1333,150.7333,25.5,81,100,6.96,AU,1738595306
533,north platte,41.1239,-100.7654,-4.06,74,100,8.75,US,1738595307
534,cabadbaran,9.1236,125.5344,23.67,89,81,1.6,PH,1738595262
535,i-n-salah,27.1935,2.4607,20.48,19,0,4.78,DZ,1738595310
536,mildura,-34.2,142.15,27.26,54,100,5.15,AU,1738595311
537,tuy hoa,13.0833,109.3,22.4,81,100,3.71,VN,1738595312
538,mata-utu,-13.2816,-176.1745,28.02,76,18,3.03,WF,1738595313
539,argostolion,38.1811,20.489,17.04,77,40,2.06,GR,1738595314
540,kapuskasing,49.4169,-82.4331,-11.17,89,100,5.3,CA,1738595262
541,safaga,26.7292,33.9365,21.78,46,100,1.36,EG,1738595316
542,tambura,5.6,27.4667,36.87,14,96,2.83,SS,1738595317
543,opuwo,-18.0607,13.84,31.01,34,100,0.98,NA,1738595318
544,werota,11.9167,37.7,26.96,18,89,3.97,ET,1738595319
545,yongfeng,27.4283,112.1834,6.27,75,5,1.22,CN,1738595245
546,fort bragg,35.139,-79.006,6.91,96,100,0.0,US,1738595228
547,tinogasta,-28.0632,-67.5649,31.68,35,2,3.1,AR,1738595323
548,daru,-9.0763,143.2092,26.65,86,100,6.17,PG,1738595324
549,raahe,64.6833,24.4833,-14.68,97,20,3.17,FI,1738595218
550,al ain city,24.1917,55.7606,19.79,42,0,3.6,AE,1738595326
551,penrith,54.6658,-2.7576,6.83,84,100,5.97,GB,1738595327
552,taungoo,18.9333,96.4333,21.32,39,5,1.19,MM,1738595328
553,konarka,19.9,86.1167,24.76,86,0,4.62,IN,1738595329
554,gazli,40.1333,63.45,4.43,47,100,1.92,UZ,1738595331
555,motueka,-41.1333,173.0167,16.17,89,0,1.05,NZ,1738595332
556,taltal,-25.4,-70.4833,21.25,74,2,2.04,CL,1738595333
557,tofol,5.3248,163.0078,27.98,80,51,11.18,FM,1738595334
558,arsen'yev,44.1631,133.2733,-18.68,100,100,0.6,RU,1738595335
559,nicholasville,37.8806,-84.573,14.08,63,0,6.17,US,1738595120
560,fort st. john,56.2499,-120.8529,-29.82,100,89,0.88,CA,1738595338
561,ketchikan,55.3422,-131.6461,-5.01,27,0,5.66,US,1738595339
562,kayyerkan,69.3786,87.7439,-22.24,87,100,2.99,RU,1738595340
563,juegang,32.3174,121.1855,1.46,54,48,2.05,CN,1738595341
564,nema,57.5067,50.5011,-2.31,96,100,3.9,RU,1738595342
565,moron,-34.6534,-58.6198,35.54,48,52,9.39,AR,1738595285
566,sharan,54.8167,54.0,-2.18,93,100,5.51,RU,1738595344
567,ak'ordat,15.5486,37.8867,32.83,22,36,3.9,ER,1738595345
568,ciudad acuna,29.3232,-100.9522,15.32,74,0,3.6,MX,1738595346
569,sao joao da barra,-21.6403,-41.0511,34.05,74,100,3.82,BR,1738595114
570,sao miguel do araguaia,-13.275,-50.1628,21.08,99,100,2.18,BR,1738595348
571,alamosa,37.4695,-105.87,-2.01,74,0,3.6,US,1738595349
572,kyren,51.6828,102.1408,-17.17,97,100,0.79,RU,1738595350
573,khandyga,62.6667,135.6,-37.54,97,100,2.2,RU,1738595351
574,kotka,60.4664,26.9458,-7.04,78,100,5.38,FI,1738595352
575,hobyo,5.3505,48.5268,24.34,72,11,11.06,SO,1738595354
576,contamana,-7.3333,-75.0167,29.12,59,96,1.81,PE,1738595355
577,belmonte,-15.8631,-38.8828,29.98,58,7,4.4,BR,1738595356
578,oruro,-17.9833,-67.15,14.11,37,5,1.9,BO,1738595225
579,niamey,13.5137,2.1098,34.47,10,100,4.0,NE,1738595358
580,juan l. lacaze,-34.4333,-57.4167,32.33,45,3,0.63,UY,1738595359
581,miyako,39.6367,141.9525,3.3,92,100,2.13,JP,1738595107
582,bushehr,28.9684,50.8385,18.05,52,76,7.2,IR,1738595361
583,barentu,15.1139,37.5928,30.03,20,62,6.28,ER,1738595362
584,kidal,18.4411,1.4078,28.56,9,89,2.39,ML,1738595252
585,sombrio,-29.1139,-49.6167,30.02,60,21,3.98,BR,1738595364
586,bengkulu,-3.8004,102.2655,25.64,91,100,2.68,ID,1738595365
587,kuta,-8.7233,115.1723,28.97,89,20,4.63,ID,1738595311
588,khon buri,14.5254,102.2459,24.14,41,0,2.02,TH,1738595352
589,tataouine,32.9297,10.4518,15.1,32,0,6.69,TN,1738595369
590,cayon,17.35,-62.7333,28.74,61,40,8.75,KN,1738595370
591,paka,4.6374,103.4368,25.55,83,100,2.9,MY,1738595334
592,lodja,-3.4833,23.4333,29.41,56,98,1.92,CD,1738595372
593,brumado,-14.2036,-41.6653,32.42,34,72,3.79,BR,1738595373
594,zhezqazghan,47.7833,67.7667,-11.68,92,0,8.0,KZ,1738595374
595,bonthe,7.5264,-12.505,31.37,47,72,5.59,SL,1738595375
596,san clemente del tuyu,-36.3569,-56.7235,27.42,67,27,4.74,AR,1738595376
